gene_symbol,Zmynd19
mouse_life_stage,Early adult
pvalue,0.05940793
parameter_name,Distance travelled - total
analysis_id,6k38652j5t745e3
mouse_strain,C57BL
gene_accession_id,MGI:1914437
parameter_id,IMPC_OFD_020_001
