parameter_name,Creatinine
mouse_strain,C57BL
analysis_id,43v8q347016rx43
pvalue,0.8260421
mouse_life_stage,Early adult
gene_symbol,Abo
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:2135738
