gene_symbol,Extl1
pvalue,0.5007975
analysis_id,502i0334y83q01n
parameter_id,IMPC_FEA_003_001
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
