parameter_id,IMPC_EYE_017_001
mouse_strain,C57BL
pvalue,0.7773374
analysis_id,70t97z9wr44w5p7
parameter_name,Lens Opacity
mouse_life_stage,Early adult
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
