gene_symbol,Frmpd1
analysis_id,3xw2u1coxis88dw
mouse_strain,C57BL
parameter_name,IgD+ mature B cell number
parameter_id,MGP_PBI_035_001
pvalue,0.1779057
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
