mouse_life_stage,Middle aged adult
gene_symbol,Secisbp2l
parameter_name,Tremor
gene_accession_id,MGI:1917604
parameter_id,TCPLA_CSD_030_001
pvalue,0.8477258
analysis_id,j6l41zm4x0mo6s0
mouse_strain,C57BL
