mouse_strain,C57BL
gene_symbol,Trpa1
pvalue,0.2991789
mouse_life_stage,Early adult
analysis_id,vn4057c9x222v45
gene_accession_id,MGI:3522699
parameter_id,IMPC_DXA_008_001
parameter_name,Lean/Body weight
