parameter_id,MGP_MLN_006_001
pvalue,0.7033572
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2443129
gene_symbol,Golm2
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,a98gtg4zfnkggj8
