mouse_strain,129SV
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
gene_symbol,Cntfr
analysis_id,y23wa5drkgy2171
parameter_id,MGP_MLN_064_001
pvalue,0.2119936
parameter_name,Total CD4+ T cells - % of CD45+
