parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:1923959
pvalue,0.2231483
mouse_strain,C57BL
gene_symbol,Arpc2
mouse_life_stage,Early adult
analysis_id,18o20zuuk8jasof
parameter_name,LVIDd
