gene_symbol,Hpca
analysis_id,0omfl7688425480
parameter_name,PP4 + pulse startle magnitude
pvalue,0.5885532
parameter_id,ESLIM_011_001_010
mouse_strain,C57BL
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
