parameter_id,JAXLA_GRS_011_001
gene_symbol,Tiprl
pvalue,0.4777211
gene_accession_id,MGI:1915087
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,1bwt169t5u6k3pq
mouse_strain,C57BL
mouse_life_stage,Early adult
