gene_symbol,Wars2
analysis_id,259d2ww07a90fi7
mouse_life_stage,Early adult
pvalue,0.6791642
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_MLN_031_001
mouse_strain,C57BL
gene_accession_id,MGI:1917810
