gene_symbol,Ninl
analysis_id,27qrqcb10j3mnzo
pvalue,0.668387
gene_accession_id,MGI:1925427
parameter_id,IMPC_IMM_055_001
mouse_life_stage,Early adult
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
