parameter_id,MGP_IMM_015_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,7u9gg6f6g095m5w
pvalue,0.1238929
gene_accession_id,MGI:2685277
parameter_name,Resting CD8+ T cells - % of CD8+
gene_symbol,Zyg11b
