parameter_id,IMPC_HEM_008_001
gene_symbol,Secisbp2l
pvalue,0.3761776
parameter_name,Platelet count
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,77m85k4otdwk57x
gene_accession_id,MGI:1917604
