gene_symbol,Kdm5b
parameter_id,MGP_PBI_018_001
analysis_id,8mq15cmoiw6rjj0
parameter_name,Ly6Clow monocyte percentage
pvalue,0.8455653
gene_accession_id,MGI:1922855
mouse_life_stage,Early adult
mouse_strain,C57BL
