mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:1914561
pvalue,0.3236902
gene_symbol,Nanp
parameter_name,Pupil Dilation
parameter_id,IMPC_EYE_013_001
analysis_id,n2472g1l82b6509
