parameter_name,Periphery resting time
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
analysis_id,5z2e7329l98847k
gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,ESLIM_007_001_007
pvalue,0.5654543
