gene_symbol,Rap2b
analysis_id,z1943mbr628vx83
parameter_name,Glucose
mouse_life_stage,Early adult
gene_accession_id,MGI:1921262
parameter_id,HMGULA_CBC_018_001
mouse_strain,C57BL
pvalue,0.351031
