gene_symbol,Tiprl
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.2419203
parameter_id,IMPC_HWT_008_001
gene_accession_id,MGI:1915087
parameter_name,Heart weight
analysis_id,u9661x27o29f1zd
