parameter_name,Embryo Size
gene_accession_id,MGI:2446274
pvalue,0.6812923
parameter_id,IMPC_GEL_032_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,q6642r564x7hs5l
gene_symbol,Frmpd1
