parameter_name,Startle response
gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_strain,C57BL
parameter_id,ESLIM_008_001_013
pvalue,0.5081804
mouse_life_stage,Early adult
analysis_id,y2ot9pd83a69p81
