gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.4857111
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:2446274
parameter_id,ICS_FEA_019_001
analysis_id,pnr07e6c502j9hv
mouse_strain,C52BL
