gene_symbol,Fpgs
parameter_id,IMPC_XRY_001_001
gene_accession_id,MGI:95576
pvalue,0.6915073
mouse_strain,C57BL
analysis_id,64d8i61y94rh918
mouse_life_stage,Early adult
parameter_name,Skull shape
