parameter_id,IMPC_XRY_065_001
analysis_id,7k2666f1slaub52
gene_accession_id,MGI:2685266
parameter_name,Lumbar processes
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
pvalue,0.6916936
mouse_strain,C57BL
