gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CSD_036_001
pvalue,0.9834807
parameter_name,Startle response
analysis_id,184y4z50s760c94
