parameter_id,IMPC_GEL_011_001
gene_accession_id,MGI:1919935
analysis_id,dqj9u00qmegu3aq
pvalue,0.5994972
parameter_name,Embryo turning
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dnajc6
