gene_symbol,Ahctf1
parameter_name,NK Subsets (Q2)
pvalue,0.1315801
parameter_id,IMPC_IMM_055_001
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
analysis_id,16ox15r2qobu5s1
mouse_strain,C57BL
