gene_symbol,Sfpq
analysis_id,42z2o466965ck04
mouse_strain,C57BL
parameter_name,Creatinine
mouse_life_stage,Early adult
pvalue,0.7191482
gene_accession_id,MGI:1918764
parameter_id,HMGULA_CBC_005_001
