gene_symbol,Lurap1
pvalue,0.6462754
analysis_id,w2307uuushux04w
parameter_id,IMPC_ACS_034_001
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
gene_accession_id,MGI:1915325
