gene_symbol,Zmynd19
gene_accession_id,MGI:1914437
pvalue,0.07589684
mouse_life_stage,Early adult
parameter_name,lens
parameter_id,M-G-P_014_001_009
mouse_strain,C57BL
analysis_id,ju6vxopb21bpc0k
