parameter_id,IMPC_CSD_016_001
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,mh797b699o8e307
pvalue,0.08600944
mouse_life_stage,Early adult
gene_symbol,Cdin1
