parameter_id,IMPC_IMM_073_001
gene_accession_id,MGI:1274787
analysis_id,5svm065w308v89n
pvalue,0.1964644
mouse_strain,C57BL
gene_symbol,Trdmt1
parameter_name,cDCs CD11b Type
mouse_life_stage,Early adult
