gene_symbol,Nanp
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_IMM_073_001
gene_accession_id,MGI:1914561
analysis_id,j77341u6grjmf02
pvalue,0.2475246
