gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.7039282
mouse_life_stage,Late adult
parameter_id,MGP_PBI_011_001
analysis_id,n606gm9548uk685
parameter_name,KLRG1+ mature NK cell percentage
mouse_strain,C57BL
