gene_symbol,Nucks1
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,468x1en28zv1a9f
parameter_name,Mean-corpuscular-haemoglobin
pvalue,0.4730911
gene_accession_id,MGI:1934811
parameter_id,M-G-P_016_001_006
