gene_symbol,Sass6
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,f53ko328z8bm80l
gene_accession_id,MGI:1920026
parameter_id,HRWLLA_FEA_015_001
pvalue,0.2578226
parameter_name,Cue Baseline % Freezing Time
