parameter_name,Tremor
parameter_id,TCPLA_CSD_030_001
pvalue,0.2441653
gene_accession_id,MGI:2444554
mouse_strain,C57BL
gene_symbol,Mapkap1
mouse_life_stage,Early adult
analysis_id,12418m1wd60alz1
