parameter_id,IMPC_IMM_005_002
gene_symbol,Bmi1
pvalue,0.1299673
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
analysis_id,8mhhg2xqy02nn32
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
