parameter_id,IMPC_IMM_004_002
gene_symbol,Rab3gap2
mouse_strain,C57BL
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
pvalue,0.9585838
gene_accession_id,MGI:1916043
analysis_id,p5n6t39533w7h72
