gene_symbol,Plcb1
parameter_id,MGP_PBI_014_001
analysis_id,21csr36m25cr680
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,B cell percentage
gene_accession_id,MGI:97613
pvalue,0.2452762
