parameter_id,IMPC_OFD_016_001
gene_accession_id,MGI:1860103
parameter_name,Center permanence time
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slc2a8
analysis_id,20l4nn34qeg36zv
pvalue,0.7960229
