gene_symbol,Bpifa3
mouse_strain,C57BL
analysis_id,969b2i675myuglj
pvalue,0.3944259
gene_accession_id,MGI:1920638
parameter_id,IMPC_GPP_004_001
mouse_life_stage,Early adult
parameter_name,Placenta Size
