gene_symbol,Galnt13
analysis_id,67r3818tdcih57b
pvalue,0.4078689
mouse_strain,C57BL
gene_accession_id,MGI:2139447
parameter_name,Retinal Blood Vessels
mouse_life_stage,Middle aged adult
parameter_id,IMPC_EYE_024_001
