mouse_life_stage,E12.5
parameter_name,Effector gd T cells - % of gd T cells
parameter_id,MGP_IMM_020_001
gene_accession_id,MGI:97838
gene_symbol,Eprs1
pvalue,0.7807401
analysis_id,3y661v6ib4kor5b
mouse_strain,C57BL
