gene_symbol,Tbl1xr1
parameter_name,Lumbar processes
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
parameter_id,IMPC_XRY_065_001
analysis_id,i648g6xf77h98lz
pvalue,0.6205175
