parameter_id,IMPC_GEP_076_001
pvalue,0.6378546
gene_accession_id,MGI:1931749
mouse_strain,C57BL
parameter_name,Cleft palate
gene_symbol,Pum1
analysis_id,v6r27tx1r64qpn0
mouse_life_stage,Early adult
