gene_symbol,Cd52
analysis_id,4a446u33h3t3l00
mouse_life_stage,Early adult
parameter_name,Time mobile light side
gene_accession_id,MGI:1346088
pvalue,0.3120814
mouse_strain,C57BL
parameter_id,JAX_LDT_003_001
