parameter_id,MGP_PBI_027_001
mouse_strain,C57BL
analysis_id,zbt8921kux709xu
mouse_life_stage,Middle aged adult
pvalue,0.4177578
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_name,NK cell number
