gene_symbol,Cd52
gene_accession_id,MGI:1346088
analysis_id,3uz7627894l8745
parameter_id,IMPC_EYE_027_001
pvalue,0.1477414
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Persistence of hyaloid vascular system
