pvalue,4.995612e-09
parameter_name,Retina (combined)
mouse_life_stage,Early adult
gene_symbol,AU040320
gene_accession_id,MGI:2140475
analysis_id,wlt833wa6710zlx
Mouse_strain,C57BL
parameter_id,IMPC_EYE_092_001
