parameter_id,JAX_SLW_014_001
gene_symbol,Traf6
parameter_name,Breath rate during sleep standard deviation
analysis_id,72wn9z5s0e193f0
gene_accession_id,MGI:108072
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5086592
