gene_symbol,Lpgat1
parameter_name,110dB startle magnitude
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
analysis_id,z28f0319ka8s89f
mouse_strain,C57BL
pvalue,0.6169533
parameter_id,ESLIM_011_001_006
