pvalue,4.385783e-05
gene_accession_id,MGI:1916043
parameter_name,Lens Opacity
parameter_id,IMPC_EYE_017_001
analysis_id,u041akg0qjw005r
gene_symbol,Rab3gap2
mouse_strain,C57BL
mouse_life_stage,Early adult
