parameter_name,Periphery distance travelled
mouse_strain,C57BL
analysis_id,4l9m31v643fy545
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_006
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.2213277
