parameter_id,MGP_IMM_036_001
pvalue,0.9273
gene_accession_id,MGI:95835
parameter_name,KLRG1+ NK cells - % of NK cells
gene_symbol,HSPA5
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,8824fud8yx290gc
