parameter_name,Periphery distance travelled
mouse_life_stage,Late adult
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
mouse_strain,C57BL
analysis_id,27620pxv45h604j
pvalue,0.2340559
