gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.8490137
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:87968
parameter_id,IMPC_ABR_012_001
mouse_life_stage,E9.5
analysis_id,ur521tr2ed0i39j
