parameter_id,JAX_OFD_014_001
gene_symbol,Slc28a2
mouse_life_stage,Early adult
analysis_id,2s4akk2wur4q29b
parameter_name,Center distance travelled
mouse_strain,C57BL
pvalue,0.6007796
gene_accession_id,MGI:1913105
