gene_symbol,Arnt
pvalue,0.473315
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:88071
mouse_strain,C57BL
analysis_id,0ae47y32vwl5p9g
parameter_id,IMPC_IMM_004_002
mouse_life_stage,Early adult
