gene_symbol,Slx4ip
parameter_name,Eosinophil number
pvalue,0.2122876
analysis_id,7c6b578uki8enaf
parameter_id,MGP_PBI_040_001
gene_accession_id,MGI:1921493
mouse_life_stage,Early adult
mouse_strain,C57BL
