gene_symbol,Bcs1l
pvalue,0.8361098
analysis_id,6kek520ij48w36y
parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,Body Weight
