parameter_id,MGP_IMM_093_001
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_name,Resting CD4- NKT cells - % of CD45+
mouse_life_stage,Late adult
pvalue,0.9039603
analysis_id,9k31n32ef9yrsw5
mouse_strain,C57BL
